,query,No,title,link,description,total_text
268,전주여행,470,전주 여행가려는데..,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=432785295&qb=7KCE7KO87Jes7ZaJ&enc=utf8, 전주한옥마을 근처에서 숙박하며 여행한다면 어디어디 가고 어떤 맛집이 좋은지 버스나 택시타고 조금만 나가도 되는 가볼만한 곳이 어딘지 등등 추천해주세요 2 그외에 다른곳 어디 ,전주 여행가려는데.. 전주한옥마을 근처에서 숙박하며 여행한다면 어디어디 가고 어떤 맛집이 좋은지 버스나 택시타고 조금만 나가도 되는 가볼만한 곳이 어딘지 등등 추천해주세요 2 그외에 다른곳 어디 
269,전주여행,471,전주 여행 코스,https://kin.naver.com/qna/detail.naver?d1id=12&dirId=121305&docId=452031214&qb=7KCE7KO87Jes7ZaJ&enc=utf8,아침으로 전주 현대옥 본점 가서 먹고 점심으로는 전주 비빔소리를 가려고 하는데 현대옥과 비빔소리 중간에 어디 구경할 곳이나 갈만한 곳 없을까요 전주여행 전주맛집 국내여행 전주달봉이 달봉티비 전주여행코스 ,전주 여행 코스아침으로 전주 현대옥 본점 가서 먹고 점심으로는 전주 비빔소리를 가려고 하는데 현대옥과 비빔소리 중간에 어디 구경할 곳이나 갈만한 곳 없을까요 전주여행 전주맛집 국내여행 전주달봉이 달봉티비 전주여행코스 
270,전주여행,472,전라도 전주여행,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=428170195&qb=7KCE7KO87Jes7ZaJ&enc=utf8,전주에 여행을 가려고하는데 한번도안가봐서요 1박2일이나 2박3일 있을예정인데 가볼만한곳 추천받아용 체험도좋구용 전주에서 가볼만한 곳들 추천해드리겠습니다 전주한옥마을 ,전라도 전주여행전주에 여행을 가려고하는데 한번도안가봐서요 1박2일이나 2박3일 있을예정인데 가볼만한곳 추천받아용 체험도좋구용 전주에서 가볼만한 곳들 추천해드리겠습니다 전주한옥마을 
271,전주여행,473,전주 여행,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90104&docId=402165747&qb=7KCE7KO87Jes7ZaJ&enc=utf8, 참고로 저희는 뚜벅이 입니댜 전주 여행을 계획중이시군요 그럼 전주에서 가볼만한곳들 추천해드리겠습니다 한국도로공사수목원 전주동물원 자만마을 벽화갤러리 국립전주박물관 ,전주 여행 참고로 저희는 뚜벅이 입니댜 전주 여행을 계획중이시군요 그럼 전주에서 가볼만한곳들 추천해드리겠습니다 한국도로공사수목원 전주동물원 자만마을 벽화갤러리 국립전주박물관 
272,전주여행,474,전주 여행 코스 추천,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=430028571&qb=7KCE7KO87Jes7ZaJ&enc=utf8,전주 여행 코스 추천 안녕하세요 전주맛집 전주블로그 전주달봉이입니다 대부분 1박2일 코스로들 전주를 놀러오십니다 한옥마을 경기전 남부시장야시장 벽화마을 전동성당 향교 오목대 이렇게들 많이들 둘러보시고요 더 추가로 ,전주 여행 코스 추천전주 여행 코스 추천 안녕하세요 전주맛집 전주블로그 전주달봉이입니다 대부분 1박2일 코스로들 전주를 놀러오십니다 한옥마을 경기전 남부시장야시장 벽화마을 전동성당 향교 오목대 이렇게들 많이들 둘러보시고요 더 추가로 
273,전주여행,475,전주 여행 코스 동선 좀 짜주세요,https://kin.naver.com/qna/detail.naver?d1id=12&dirId=121305&docId=458306197&qb=7KCE7KO87Jes7ZaJ&enc=utf8, 숙소는 완산구 서신동입니다 전주여행 전주맛집 국내여행 전주달봉이 달봉티비 전주여행코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다 1 한옥마을 ,전주 여행 코스 동선 좀 짜주세요 숙소는 완산구 서신동입니다 전주여행 전주맛집 국내여행 전주달봉이 달봉티비 전주여행코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다 1 한옥마을 
274,전주여행,476,전주여행!,https://kin.naver.com/qna/detail.naver?d1id=12&dirId=121305&docId=459792395&qb=7KCE7KO87Jes7ZaJ&enc=utf8,크리스마스에 단둘이서 당일치기로 전주여행 하기로했습니다 고등학생인데요 어느정도 들고가는게맞고 전주는 할게 뭐뭐 있을까요 제대로 답변해주세요 대학로와 투어공연하는 연극 추천해 드릴께요 ,전주여행!크리스마스에 단둘이서 당일치기로 전주여행 하기로했습니다 고등학생인데요 어느정도 들고가는게맞고 전주는 할게 뭐뭐 있을까요 제대로 답변해주세요 대학로와 투어공연하는 연극 추천해 드릴께요 
275,전주여행,477,제가 전주여행을 갔는데여,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80101&docId=457532341&qb=7KCE7KO87Jes7ZaJ&enc=utf8,제가 왜그런진 모르겠지만 그냥 전라도 사투리 듣기 싫더라구요 억양이 쎄서그런감 좀 듣기가 거북했는데 전주여행갔었는데 무슨일인진모르겠지만 사람들 전라도 사투리 1도 안쓰던데요 쫌 의외였어요 전라북도 전주시 아닌가요 ,제가 전주여행을 갔는데여제가 왜그런진 모르겠지만 그냥 전라도 사투리 듣기 싫더라구요 억양이 쎄서그런감 좀 듣기가 거북했는데 전주여행갔었는데 무슨일인진모르겠지만 사람들 전라도 사투리 1도 안쓰던데요 쫌 의외였어요 전라북도 전주시 아닌가요 
276,전주여행,478,전주 1박2일 여행코스 추천 및 조언해주세요,https://kin.naver.com/qna/detail.naver?d1id=12&dirId=121305&docId=467438359&qb=7KCE7KO87Jes7ZaJ&enc=utf8,가고싶은곳 전주한옥마을 경기전 전주난장 전주국립박물관 전주동물원 이동수단 자동차 전주여행 전주맛집 국내여행 전주달봉이 달봉티비 전주여행코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 ,전주 1박2일 여행코스 추천 및 조언해주세요가고싶은곳 전주한옥마을 경기전 전주난장 전주국립박물관 전주동물원 이동수단 자동차 전주여행 전주맛집 국내여행 전주달봉이 달봉티비 전주여행코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 
277,전주여행,479,뚜벅이 여행으로 전주 가려는데 한옥마을 근처 짐... ,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=428889568&qb=7KCE7KO87Jes7ZaJ&enc=utf8, 이용하시면 원하는 장소에서 장소로 짐 운송이 가능합니다 가격도 저렴하고 앱을 통해 실시간으로 주문 및 현황 확인까지 가능해 여행 중 편리하게 이용이 가능하니 전주 뚜벅이여행 시 참고해보세요 즐거운 전주여행 되시길 바랄게요,뚜벅이 여행으로 전주 가려는데 한옥마을 근처 짐...  이용하시면 원하는 장소에서 장소로 짐 운송이 가능합니다 가격도 저렴하고 앱을 통해 실시간으로 주문 및 현황 확인까지 가능해 여행 중 편리하게 이용이 가능하니 전주 뚜벅이여행 시 참고해보세요 즐거운 전주여행 되시길 바랄게요
278,전주여행,480,전주 여행 일정,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90104&docId=394529795&qb=7KCE7KO87Jes7ZaJ&enc=utf8,이번에 전주로 여행을 가는데 소요시간을 알고싶어요 한옥마을 초코파이 체험장 수목원 드림랜드 순으로 가는데 이동시간이 얼마나 걸릴까요 자세하게 부탁드릴게요 우선 전주한옥마을내에 초코파이체험장이 있으니까요 이걸 ,전주 여행 일정이번에 전주로 여행을 가는데 소요시간을 알고싶어요 한옥마을 초코파이 체험장 수목원 드림랜드 순으로 가는데 이동시간이 얼마나 걸릴까요 자세하게 부탁드릴게요 우선 전주한옥마을내에 초코파이체험장이 있으니까요 이걸 
279,전주여행,481,이번에 태교여행으로 2박3일 놀러가려고 하는데 강아지... ,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=440802188&qb=7KCE7KO87Jes7ZaJ&enc=utf8, 전주여행 전주맛집 국내여행 전주달봉이 달봉티비 전주여행코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다 전주여행 숙소잡기가 힘드시다면 바닷가가 ,이번에 태교여행으로 2박3일 놀러가려고 하는데 강아지...  전주여행 전주맛집 국내여행 전주달봉이 달봉티비 전주여행코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다 전주여행 숙소잡기가 힘드시다면 바닷가가 
280,전주여행,482,전주여행 추천해주세요,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=272473514&qb=7KCE7KO87Jes7ZaJ&enc=utf8,전주여행 추천해주세요 전주식 가맥문화의 전일슈퍼 등의 전주만의 술 문화 외에도 에피큐어 평점 AA를 받은 전주식 한정식의 최고봉 수구정 전라회관 궁 전주비빔밥의 최고봉 고궁 성미당 토종 명품닭을 사용한 닭요리의 ,전주여행 추천해주세요전주여행 추천해주세요 전주식 가맥문화의 전일슈퍼 등의 전주만의 술 문화 외에도 에피큐어 평점 AA를 받은 전주식 한정식의 최고봉 수구정 전라회관 궁 전주비빔밥의 최고봉 고궁 성미당 토종 명품닭을 사용한 닭요리의 
281,전주여행,483,1박2일 전주 혼자 여행 코스,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=901&docId=224123446&qb=7KCE7KO87Jes7ZaJ&enc=utf8, 질문하신 전주 여행정보 정리해봤습니다 참고해주세요 전주에서 가볼만한 곳 덕진공원 추천 덕진공원이 전주터미널에서 가장 가까운 곳이에요 산책하기에 좋은 호수공원이에요 덕진공원을 생략하고 곧바로 남부시장과 ,1박2일 전주 혼자 여행 코스 질문하신 전주 여행정보 정리해봤습니다 참고해주세요 전주에서 가볼만한 곳 덕진공원 추천 덕진공원이 전주터미널에서 가장 가까운 곳이에요 산책하기에 좋은 호수공원이에요 덕진공원을 생략하고 곧바로 남부시장과 
282,전주여행,484,전주 여행 갈려고 하는데,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=485524293&qb=7KCE7KO87Jes7ZaJ&enc=utf8, 전주여행 전주맛집 국내여행 전주달봉이 달봉티비 전주여행코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다 전주여행코스는 한옥마을에서부터 시작을 ,전주 여행 갈려고 하는데 전주여행 전주맛집 국내여행 전주달봉이 달봉티비 전주여행코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다 전주여행코스는 한옥마을에서부터 시작을 
283,전주여행,485,2박3일 전주여행,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=472470179&qb=7KCE7KO87Jes7ZaJ&enc=utf8,부모님과 전주여행 가려고하는데 정보가 하나도 없어서요 숙소는 어디가좋은지 관광지는 어디가있는지 추천부탁드려요 전주여행 전주맛집 국내여행 전주달봉이 달봉티비 전주여행코스 전주가볼만한곳 여수여행 ,2박3일 전주여행부모님과 전주여행 가려고하는데 정보가 하나도 없어서요 숙소는 어디가좋은지 관광지는 어디가있는지 추천부탁드려요 전주여행 전주맛집 국내여행 전주달봉이 달봉티비 전주여행코스 전주가볼만한곳 여수여행 
284,전주여행,486,전주 여행코스!!!,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=223302720&qb=7KCE7KO87Jes7ZaJ&enc=utf8, 이미 전주여행을 마치고 복귀하셨을 것 같네요 저희도 지난주에 당일코스로 전주에 다녀왔는데요 주말이라서 그런지 차들도 많고 관광지에는 사람들도 많아서 생각처럼 많이 둘러보지 못해서 아쉽더라고요 최소한 1박2일 ,전주 여행코스!!! 이미 전주여행을 마치고 복귀하셨을 것 같네요 저희도 지난주에 당일코스로 전주에 다녀왔는데요 주말이라서 그런지 차들도 많고 관광지에는 사람들도 많아서 생각처럼 많이 둘러보지 못해서 아쉽더라고요 최소한 1박2일 
285,전주여행,487,전주 당일치기 여행을 가려고 하는데 질문이 있습니다,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=474638285&qb=7KCE7KO87Jes7ZaJ&enc=utf8, 전주여행 전주맛집 국내여행 전주달봉이 달봉티비 전주여행코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다 기지제 산책 저녁에도 많이들 하셔서 ,전주 당일치기 여행을 가려고 하는데 질문이 있습니다 전주여행 전주맛집 국내여행 전주달봉이 달봉티비 전주여행코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다 기지제 산책 저녁에도 많이들 하셔서 
286,전주여행,488,전주 1박2일 여행가는데 코스추천부탁드려요~^^,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=420277757&qb=7KCE7KO87Jes7ZaJ&enc=utf8,남자친구와 생일여행으로 전주여행을가는데 전주는 처음이라 좋은 코스있으면 추천좀 부탁드립니다 숙소는 전주 한옥마을 도보 10거리에 잡았고 자차 있어서 이동은 문제없습니다 맛집도 추천 부탁드려요 안녕하세요 AI ,전주 1박2일 여행가는데 코스추천부탁드려요~^^남자친구와 생일여행으로 전주여행을가는데 전주는 처음이라 좋은 코스있으면 추천좀 부탁드립니다 숙소는 전주 한옥마을 도보 10거리에 잡았고 자차 있어서 이동은 문제없습니다 맛집도 추천 부탁드려요 안녕하세요 AI 
287,전주여행,489,전주 한옥마을에 남자 혼자 여행을 갈 예정입니다.,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=441064844&qb=7KCE7KO87Jes7ZaJ&enc=utf8, 욕조는 저도 굉장히 무리한 질문인것 같지만 혹시나해서 전주여행 전주맛집 국내여행 전주달봉이 달봉티비 전주여행코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 ,전주 한옥마을에 남자 혼자 여행을 갈 예정입니다. 욕조는 저도 굉장히 무리한 질문인것 같지만 혹시나해서 전주여행 전주맛집 국내여행 전주달봉이 달봉티비 전주여행코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 
288,전주여행,490,전주 여행가는데 렌트를 하는게 좋을까,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=431515138&qb=7KCE7KO87Jes7ZaJ&enc=utf8,전주 여행가는데 렌트를 하는게 좋을까요 안녕하세요 천만 반려인과 함께하는 애견 동반 여행 플랫폼 하트독 입니다 전주는 작은 도시라서 택시로 이동을해도 크게 불편함이 없습니다 답변이 도움이 되셨다면 채택도 부탁드립니다 ,전주 여행가는데 렌트를 하는게 좋을까전주 여행가는데 렌트를 하는게 좋을까요 안녕하세요 천만 반려인과 함께하는 애견 동반 여행 플랫폼 하트독 입니다 전주는 작은 도시라서 택시로 이동을해도 크게 불편함이 없습니다 답변이 도움이 되셨다면 채택도 부탁드립니다 
289,전주여행,491,전주 여행코스 질문드려요,https://kin.naver.com/qna/detail.naver?d1id=12&dirId=121305&docId=149726141&qb=7KCE7KO87Jes7ZaJ&enc=utf8, 이상은 제가 전주여행 문의하는 분들께 통상 안내해 드리는 정보입니다 질문하신 분께 간단히 요약해 드리면 먼저 위 사이트 들어가셔서 방 예약하시고 오전에 ,전주 여행코스 질문드려요 이상은 제가 전주여행 문의하는 분들께 통상 안내해 드리는 정보입니다 질문하신 분께 간단히 요약해 드리면 먼저 위 사이트 들어가셔서 방 예약하시고 오전에 
290,전주여행,492,전주 여행 및 코스 질문 내공있어요~100,https://kin.naver.com/qna/detail.naver?d1id=12&dirId=121305&docId=279859546&qb=7KCE7KO87Jes7ZaJ&enc=utf8,부산에서 전주여행을 가려고 합니다 자차 여행이 아닌 버스위주로 가려고 합니다 그리고 전주만 가는것이아니라 전주갔다가 전주에서 가깝거나 버스로 1 2시간 정도 갈수있는 다른 지역도 여행 가고 싶은데 여행 많이 다니시는분들 ,전주 여행 및 코스 질문 내공있어요~100부산에서 전주여행을 가려고 합니다 자차 여행이 아닌 버스위주로 가려고 합니다 그리고 전주만 가는것이아니라 전주갔다가 전주에서 가깝거나 버스로 1 2시간 정도 갈수있는 다른 지역도 여행 가고 싶은데 여행 많이 다니시는분들 
291,전주여행,493,전주 여행코스 추천좀요,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=414983842&qb=7KCE7KO87Jes7ZaJ&enc=utf8,전주 여행코스 추천하세염 전주동물원 걍기전 전주한옥마을 덕진연못으로 가보세요,전주 여행코스 추천좀요전주 여행코스 추천하세염 전주동물원 걍기전 전주한옥마을 덕진연못으로 가보세요
292,전주여행,494,전주여행 코스 좀 알려주세요,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=387443906&qb=7KCE7KO87Jes7ZaJ&enc=utf8,안녕하세요 전주로 당일치기 여행할껀데 코스 좀 짜주세요 전주동물원 전주한옥마을 전주수목원 팔복예술공장 전주드림랜드 당일치기로 갈껀데 코스좀알려주세요 자가용으로 이동하신다면 아래와 같은 코스가 시간을 아낄 수 ,전주여행 코스 좀 알려주세요안녕하세요 전주로 당일치기 여행할껀데 코스 좀 짜주세요 전주동물원 전주한옥마을 전주수목원 팔복예술공장 전주드림랜드 당일치기로 갈껀데 코스좀알려주세요 자가용으로 이동하신다면 아래와 같은 코스가 시간을 아낄 수 
293,전주여행,495,1박2일 전주 여행코스,https://kin.naver.com/qna/detail.naver?d1id=12&dirId=121305&docId=419637302&qb=7KCE7KO87Jes7ZaJ&enc=utf8, 질문하신 전주 여행 코스 관련 답변드리겠습니다 가족 분들과 함께하는 전주 여행을 계획 중이시군요 전주의 추천 명소와 맛집들을 포함해서 여다에서 맞춤형 1박 2일 전주 여행 코스를 준비했어요 아래 첨부된 일정을 ,1박2일 전주 여행코스 질문하신 전주 여행 코스 관련 답변드리겠습니다 가족 분들과 함께하는 전주 여행을 계획 중이시군요 전주의 추천 명소와 맛집들을 포함해서 여다에서 맞춤형 1박 2일 전주 여행 코스를 준비했어요 아래 첨부된 일정을 
294,전주여행,496,당일치기 전주여행코스,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=276243421&qb=7KCE7KO87Jes7ZaJ&enc=utf8, 처음으로 전주여행을 가는거라서 아는 것이 많이 없어요 일단 전주 한옥마을에서 한복을 빌려서 한옥마을 전동성당이랑 경기전 그리고 자만벽화마을 까지 가기로 정했는데 또 다른 놀러갈 곳을 찾진 못했어요 전주에 한옥마을과 ,당일치기 전주여행코스 처음으로 전주여행을 가는거라서 아는 것이 많이 없어요 일단 전주 한옥마을에서 한복을 빌려서 한옥마을 전동성당이랑 경기전 그리고 자만벽화마을 까지 가기로 정했는데 또 다른 놀러갈 곳을 찾진 못했어요 전주에 한옥마을과 
295,전주여행,497,"초등 아이랑 전주여행 코스, 맛집 추천 부탁합니다",https://kin.naver.com/qna/detail.naver?d1id=12&dirId=121305&docId=436324017&qb=7KCE7KO87Jes7ZaJ&enc=utf8, 아이와 전주 여행을 계획하고 계시군요 전주에서 아이와 함께 가볼만한 곳 몇군데를 추천드려보도록 하겠습니다 1 전주 한옥마을 이미 계획에 넣어두신 장소인 전주 한옥마을이예요 한복도 입고 한옥마을을 거닐며 사진도 ,"초등 아이랑 전주여행 코스, 맛집 추천 부탁합니다 아이와 전주 여행을 계획하고 계시군요 전주에서 아이와 함께 가볼만한 곳 몇군데를 추천드려보도록 하겠습니다 1 전주 한옥마을 이미 계획에 넣어두신 장소인 전주 한옥마을이예요 한복도 입고 한옥마을을 거닐며 사진도 "
296,전주여행,498,(급합니다ㅠㅠ) 전주 여행코스,https://kin.naver.com/qna/detail.naver?d1id=12&dirId=121305&docId=230653752&qb=7KCE7KO87Jes7ZaJ&enc=utf8, 전주여행코스 추천드립니다 안녕하세요 여행전문블로거 쭈니아빠입니다 방학을 맞아서 친구분들과 전주여행을 준비하고 계시네요 전주는 한옥마을을 중심으로 가볼만한 곳이 많죠 터미널에서 버스를 타고 한옥마을에 ,(급합니다ㅠㅠ) 전주 여행코스 전주여행코스 추천드립니다 안녕하세요 여행전문블로거 쭈니아빠입니다 방학을 맞아서 친구분들과 전주여행을 준비하고 계시네요 전주는 한옥마을을 중심으로 가볼만한 곳이 많죠 터미널에서 버스를 타고 한옥마을에 
297,전주여행,499,전주여행 순서좀 알려주세요~,https://kin.naver.com/qna/detail.naver?d1id=12&dirId=121305&docId=223850942&qb=7KCE7KO87Jes7ZaJ&enc=utf8,전주여행을 하려고 하는데요 덕진공원 전주동물원 한옥마을 남부시장을 가려고 합니다 전주시외버스공용터미널에서 가까운 순서가 어떻게 될까요 그리고 근처에 가까운 바닷가는 어디 인가요 또 이 외에 구경할 좋은 곳도 ,전주여행 순서좀 알려주세요~전주여행을 하려고 하는데요 덕진공원 전주동물원 한옥마을 남부시장을 가려고 합니다 전주시외버스공용터미널에서 가까운 순서가 어떻게 될까요 그리고 근처에 가까운 바닷가는 어디 인가요 또 이 외에 구경할 좋은 곳도 
298,전주여행,500,전주 여행 비용,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=389274491&qb=7KCE7KO87Jes7ZaJ&enc=utf8,안녕하세요 전주로 여행가려는 학생입니다 수원살고 있고요 2박3일 3박으로 3 4명이서 가려하는데 비용이 어느정도 나올까요 수원에서 전주까지는 자가용으로도 2시간 정도 걸리는 코스인데요 대중교통으로 간다라면 조금 더 ,전주 여행 비용안녕하세요 전주로 여행가려는 학생입니다 수원살고 있고요 2박3일 3박으로 3 4명이서 가려하는데 비용이 어느정도 나올까요 수원에서 전주까지는 자가용으로도 2시간 정도 걸리는 코스인데요 대중교통으로 간다라면 조금 더 
299,전주여행,501,전주 여행 음식점,https://kin.naver.com/qna/detail.naver?d1id=12&dirId=121305&docId=312190870&qb=7KCE7KO87Jes7ZaJ&enc=utf8,25일날 전주여행을 가는데 전주동물원이랑 레일바이크 아중저수지 오목대주변에 맛집이나 음식 먹을만한거 있으면 추천해주세여 내공100드려여 추가로 터미널쪽에도 알려주시면 고맙습니다 답변 한옥마을에 에루화 떡갈비 ,전주 여행 음식점25일날 전주여행을 가는데 전주동물원이랑 레일바이크 아중저수지 오목대주변에 맛집이나 음식 먹을만한거 있으면 추천해주세여 내공100드려여 추가로 터미널쪽에도 알려주시면 고맙습니다 답변 한옥마을에 에루화 떡갈비 
300,전주여행,602,중2 여학생 친구와 전주여행,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=480969931&qb=7KCE7KO87Jes7ZaJ&enc=utf8,안녕하세요 중 2 15살 여학생입니다 친한친구와 둘이서 전주 여행을 가기로 했는데 어디로 가야할지를 몰라서 너무 막막합니다 저희 둘다 일본 애니를 너무 좋아하는데전주에 오타쿠들이 갈만할 곳 있을까요 제발 알려주세요 ,중2 여학생 친구와 전주여행안녕하세요 중 2 15살 여학생입니다 친한친구와 둘이서 전주 여행을 가기로 했는데 어디로 가야할지를 몰라서 너무 막막합니다 저희 둘다 일본 애니를 너무 좋아하는데전주에 오타쿠들이 갈만할 곳 있을까요 제발 알려주세요 
301,전주여행,603,부모닝 모시고 전주여행,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=480179536&qb=7KCE7KO87Jes7ZaJ&enc=utf8,부모님 모시고 전주여행가려는데 명소 식당 추천부탁드립니다 전주는 한옥마을로 유명한 완산구가 있으며 덕진구 또한 멋진 추억을 가진 장소가 많이 ,부모닝 모시고 전주여행부모님 모시고 전주여행가려는데 명소 식당 추천부탁드립니다 전주는 한옥마을로 유명한 완산구가 있으며 덕진구 또한 멋진 추억을 가진 장소가 많이 
302,전주여행,604,2박3일 전주여행,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=475523884&qb=7KCE7KO87Jes7ZaJ&enc=utf8,이번주 토 월 2박3일 여자친구와 전주여행을 가는데 여행경로 좀 알려주세요 토요일엔 비가 온다고 하는데 실내데이트 가능한곳도 알려주시면 감사하겠습니다 숙소는 전주한옥마을 근처에 잡았습니다 토 한옥마을 구경 후 ,2박3일 전주여행이번주 토 월 2박3일 여자친구와 전주여행을 가는데 여행경로 좀 알려주세요 토요일엔 비가 온다고 하는데 실내데이트 가능한곳도 알려주시면 감사하겠습니다 숙소는 전주한옥마을 근처에 잡았습니다 토 한옥마을 구경 후 
303,전주여행,605,전주 1박2일 여행,https://kin.naver.com/qna/detail.naver?d1id=12&dirId=121305&docId=483476433&qb=7KCE7KO87Jes7ZaJ&enc=utf8, 저녁엔 전주천 산책길 따라 걷거나 한옥마을 근처에서 야경 즐기시는 것도 너무 좋답니다 혹시 일정이나 관심 있는 테마 사진 카페 체험 등 더 알려주시면 맞춤 추천도 해드릴 수 있어요 즐거운 전주 여행 되시길 바랄게요 ,전주 1박2일 여행 저녁엔 전주천 산책길 따라 걷거나 한옥마을 근처에서 야경 즐기시는 것도 너무 좋답니다 혹시 일정이나 관심 있는 테마 사진 카페 체험 등 더 알려주시면 맞춤 추천도 해드릴 수 있어요 즐거운 전주 여행 되시길 바랄게요 
304,전주여행,606,전주 여행코스 추천이요~!,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=442151278&qb=7KCE7KO87Jes7ZaJ&enc=utf8,영화제 기간 일정으로 2박3일 전주여행 좀 가볼까 해서요 여행코스 추천 좀 해주세요 어차피 주목적은 전주국제영화제니까 많은 곳을 둘러보지는 못할거에요 그냥 전주하면 꼭 가볼만한 곳 알짜배기만 추천해주세욜 전주 ,전주 여행코스 추천이요~!영화제 기간 일정으로 2박3일 전주여행 좀 가볼까 해서요 여행코스 추천 좀 해주세요 어차피 주목적은 전주국제영화제니까 많은 곳을 둘러보지는 못할거에요 그냥 전주하면 꼭 가볼만한 곳 알짜배기만 추천해주세욜 전주 
305,전주여행,607,전주 여행,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=472340028&qb=7KCE7KO87Jes7ZaJ&enc=utf8,전주로 커플여행 가려고 하는데 추천 좀 해주세요 숙소는 잡았고 놀거리랑 맛집 등등 추천 해주시면 감사하겠습니다 한옥마을은 갈겁니다 답변이 도움되셨으면 좋겠습니다 한옥마을 전주한옥마을 전주 맛집 전주 놀거리 전주 여행 추천,전주 여행전주로 커플여행 가려고 하는데 추천 좀 해주세요 숙소는 잡았고 놀거리랑 맛집 등등 추천 해주시면 감사하겠습니다 한옥마을은 갈겁니다 답변이 도움되셨으면 좋겠습니다 한옥마을 전주한옥마을 전주 맛집 전주 놀거리 전주 여행 추천
306,전주여행,608,추석 전주여행,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=474841714&qb=7KCE7KO87Jes7ZaJ&enc=utf8,16 18일 전주로 여행 가려고 하는데 그때 한옥마을같은 관광지들은 문 닫을까요 추석당일은 문을 닫습니다 전주에도 이벤트가 진행중입니다 8 27 화 10 13 일 한국관광공사에서 숙박세일 페스타 이벤트가 진행중입니다 3만원 ,추석 전주여행16 18일 전주로 여행 가려고 하는데 그때 한옥마을같은 관광지들은 문 닫을까요 추석당일은 문을 닫습니다 전주에도 이벤트가 진행중입니다 8 27 화 10 13 일 한국관광공사에서 숙박세일 페스타 이벤트가 진행중입니다 3만원 
